,smiles,FDA_APPROVED,CT_TOX
820,COC1:C:C2:C(:C(OC):C:1OC)C1:C:C:C(OC):C(=O):C:C:1[C@@H](NC(C)=O)CC2,1,0
821,CNC(=O)C1:C(I):C(NC(C)=O):C(I):C(C(=O)[O-]):C:1I,1,0
822,CC(=O)NC1:C(I):C(C(=O)[O-]):C(I):C(N(C)C(C)=O):C:1I,1,0
823,CC(=O)NC1:C(I):C(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O):C(I):C(N(C)C(C)=O):C:1I,1,0
824,CC(=O)NC1:C(I):C(NC(C)=O):C(I):C(C(=O)[O-]):C:1I,1,0
825,CC(=O)NC1:C(I):C:C(I):C(C(=O)[O-]):C:1I,1,0
826,CC(=O)NC1:C:C:C(O):C:C:1,1,0
827,CC(=O)NC1:N:N:C(S(N)(=O)=O):S:1,1,0
828,CC(=O)NC[C@H]1CN(C2:C:C:C(N3CCOCC3):C(F):C:2)C(=O)O1,1,0
829,CC(=O)NCC1:C(I):C(NC(C)=O):C(I):C(C(=O)[O-]):C:1I,1,0
830,CC(=O)NCCCS(=O)(=O)[O-],1,0
831,CC(=O)NO,1,0
832,COC1:C:C:C([C@@H]2SC3:C:C:C:C:C:3N(CC[NH+](C)C)C(=O)[C@@H]2OC(C)=O):C:C:1,1,0
833,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1,0
834,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H]([NH+]6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,1,0
835,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,1,0
836,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[NH+]1CCCCC1,1,0
837,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,1,0
838,CC(=O)O[C@H]1CC2:C:C:C:C:C:2N(C(N)=O)C2:C:C:C:C:C:21,0,1
839,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(C5:C:C:C:N:C:5)[C@@]4(C)CC[C@@H]32)C1,1,0
840,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(C5:C:C:C:N:C:5)[C@@]4(C)CC[C@@H]32)C1,0,1
841,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,1,0
842,CC(=O)OC1:C:C2:C(:S:1)CC[NH+](C(C(=O)C1CC1)C1:C:C:C:C:C:1F)C2,1,0
843,CC(=O)OC1:C:C:C(C(C2:C:C:C(OC(C)=O):C:C:2)C2:C:C:C:C:N:2):C:C:1,1,0
844,CC(=O)OC1:C:C:C:C:C:1C(=O)[O-],1,0
845,CC(=O)OC1:C:C:C:C:C:1C(=O)NC1:N:C:C([N+](=O)[O-]):S:1,1,0
846,CC(=O)OC1:C:C:C:C:C:1C(=O)O,0,1
847,CC(=O)OCC(CCN1:C:N:C2:C:N:C(N):N:C:2:1)COC(C)=O,1,0
848,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1,0
849,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1,0
850,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,0
851,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,0
852,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,1,0
853,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1,0
854,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)C1:C:S:C(N):N:1,1,0
855,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H]([NH3+])C3:C:C:C:C:C:3)[C@H]2SC1,1,0
856,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CC3:C:C:C:S:3)[C@H]2SC1,1,0
857,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSC3:C:C:N:C:C:3)[C@H]2SC1,1,0
858,CC(=O)OCC[N+](C)(C)C,1,0
859,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,1,0
860,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)C1:C:C:C:O:1,1,0
861,CC/C(=C(/CC)C1:C:C:C(O):C:C:1)C1:C:C:C(O):C:C:1,1,0
862,CC/C(=C(/CC)C1:C:C:C(OP(=O)([O-])[O-]):C:C:1)C1:C:C:C(OP(=O)([O-])[O-]):C:C:1,1,0
863,CC/C(=C(\C1:C:C:C:C:C:1)C1:C:C:C(OCC[NH+](C)C):C:C:1)C1:C:C:C:C:C:1,1,0
864,CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O,1,0
865,CC1(C)S[C@@H]2[C@H](/[NH+]=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)[O-],1,0
866,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](C4:C:C:C:C:C:4)[NH2+]C3(C)C)C(=O)N2[C@H]1C(=O)[O-],1,0
867,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H]([NH3+])C3:C:C:C(O):C:C:3)C(=O)N2[C@H]1C(=O)[O-],1,0
868,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H]([NH3+])C3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)[O-],1,0
869,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)C3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)[O-],1,0
870,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])C3:C:C:S:C:3)C(=O)N2[C@H]1C(=O)[O-],1,0
871,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])C3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)[O-],1,0
872,CC1(C)S[C@@H]2[C@H](NC(=O)C3([NH3+])CCCCC3)C(=O)N2[C@H]1C(=O)[O-],1,0
873,COC1:C:C:C:C(OC):C:1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12,1,0
874,CC1(C)S[C@@H]2[C@H](NC(=O)CC3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)[O-],1,0
875,CC1(C)S[C@@H]2[C@H](NC(=O)COC3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)[O-],1,0
876,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,1,0
877,CC1(C)SC(C(NC(=O)CC2:C:C:C:C:C:2)C(=O)NCCCCCC(=O)[O-])[NH2+]C1C(=O)[O-],1,0
878,C=C1N(CCCCCC(=O)O)C2:C:C:C:C:C:2C1(C)C,0,1
879,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1:C:C:C:C(OC2:C:C:C:C:C:2):C:1,1,0
880,CC1(C)NC(=O)N(C2:C:C:C([N+](=O)[O-]):C(C(F)(F)F):C:2)C1=O,1,0
881,CN1C(=O)OC(C)(C)C1=O,1,0
882,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)/C2=C\C1:C:C:C(/C=C2\C(=O)C3(CS(=O)(=O)[O-])CCC2C3(C)C):C:C:1,1,0
883,C[NH2+]C1(C)C2CCC(C2)C1(C)C,1,0
884,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H]([NH3+])C(=O)[O-])C(=O)[O-],1,0
885,CC1(O)CC(C2:N:C(C3:C:C:C4:C:C:C(C5:C:C:C:C:C:5):N:C:4:C:3):C3:C(N):N:C:C:N:2:3)C1,0,1
886,CN1C(=O)CC(C)(C2:C:C:C:C:C:2)C1=O,1,0
887,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,1,0
888,CC12CC3CC(C)(C1)CC([NH3+])(C3)C2,1,0
889,CC(C)(C)C(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1,0
890,C=C1[C@@H](N2:C:N:C3:C(=O):[NH]:C(N):N:C:3:2)C[C@H](O)[C@H]1CO,1,0
891,CC1:[NH+]:C:C2:N:1C1:C:C:C(Cl):C:C:1C(C1:C:C:C:C:C:1F)=NC2,1,0
892,CC1:N:C2:C(:[NH]:1)CCN(C(=O)C1:C:C:C(NC(=O)C3:C:C:C:C:C:3C3:C:C:C:C:C:3):C:C:1)C1:C:C:C:C:C:12,1,0
893,CNC(=O)C1:C(C):C(C(=O)[O-]):C(I):C(NC(C)=O):C:1I,1,0
894,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1C1:C:C:C:C([N+](=O)[O-]):C:1,1,0
895,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1C1:C:C:C:C2:N:O:N:C:1:2,1,0
896,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1:C:C:C:C:C:1[N+](=O)[O-],1,0
897,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1C1:C:C:C:C:C:1[N+](=O)[O-],1,0
898,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC[NH+](C)CC2:C:C:C:C:C:2)C1C1:C:C:C:C([N+](=O)[O-]):C:1,1,0
899,COC1:C(C):C2:C(:C(O):C:1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,0,1
900,CC(=O)OC1:C(C):C(C):C2:C(:C:1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,1,0
901,CC(=O)OC1:C(C):C(C):C2:C(:C:1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,1,0
902,CC1:N:C:C(CO):C(CO):C:1O,1,0
903,CC1:N:C:C(COP(=O)([O-])[O-]):C(CN(CC[NH+](CC(=O)[O-])CC2:C(COP(=O)([O-])[O-]):C:N:C(C):C:2O)CC(=O)[O-]):C:1O,1,0
904,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])C(C)(C)CCC1,1,0
905,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,1,0
906,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,1,0
907,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)[O-])C(C)(C)CCC1,1,0
908,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)[O-])C(C)(C)CCC1,1,0
909,CC1:C:C:C:C(C):C:1N(CC(=O)NC1:C:C:C(C2:N:C:O:N:2):C:C:1)C(=O)C1CCS(=O)(=O)CC1,0,1
910,CC1:N:C(NC2:N:C:C(C(=O)NC3:C(C):C:C:C:C:3Cl):S:2):C:C(N2CCN(CCO)CC2):N:1,0,1
911,CC1:O:N:C(C2:C(Cl):C:C:C:C:2Cl):C:1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12,1,0
912,CC1:O:N:C(C2:C:C:C:C:C:2):C:1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12,1,0
913,CC1:O:N:C(C2:C:C:C:C:C:2):C:1C1:C:C:C(S(N)(=O)=O):C:C:1,1,0
914,CC1:O:N:C(C2:C:C:C:C:C:2Cl):C:1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12,1,0
915,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C([NH3+])C3=O)[NH+]1C[C@@H]1N[C@@H]12,1,0
916,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,0,1
917,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)C2:C:C:C:C:C:2C1=O,1,0
918,C=C/C=C/CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,1,0
919,CC1:N:C2:N(:C(=O):C:1CC[NH+]1CCC(C3:N:O:C4:C:C(F):C:C:C:3:4)CC1)CCCC2O,1,0
920,CC1:N:C2:N(:C(=O):C:1CC[NH+]1CCC(C3:N:O:C4:C:C(F):C:C:C:3:4)CC1)CCCC2,1,0
921,CC1:N:C2:N(:C(=O):C:1CCN1CCC(C3:N:O:C4:C:C(F):C:C:C:3:4)CC1)CCCC2,0,1
922,CC1:C(C):C2:C(:C(C):C:1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,1,0
923,CC1:C(C):C2:C(:C(C):C:1O)CCC(C)(COC1:C:C:C(CC3SC(=O)[N-]C3=O):C:C:1)O2,1,0
924,CO[C@H]1/C=C/O[C@@]2(C)OC3:C(C):C(O):C4:C(O):C(:C(/C=N/N5CC[NH+](C)CC5):C(O):C:4:C:3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1,0
925,CO[C@H]1/C=C/O[C@@]2(C)OC3:C(C):C(O):C4:C(O):C(:C(/C=N/N5CC[NH+](C6CCCC6)CC5):C(O):C:4:C:3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1,0
926,CO[C@H]1/C=C/O[C@@]2(C)OC3:C(C):C([O-]):C4:C(:C:3C2=O)C2=NC3(CC[NH+](CC(C)C)CC3)[NH2+]C2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,1,0
927,COC1:C:C:C2:C(:C:1):C(CC(=O)[O-]):C(C):N:2C(=O)C1:C:C:C(Cl):C:C:1,1,0
928,CC1:[NH]:C2:C:C:C:C:C:2:C:1CCNCC1:C:C:C(/C=C/C(=O)NO):C:C:1,0,1
929,CC1:[NH]:C(=O):C(C#N):C:C:1C1:C:C:N:C:C:1,1,0
930,CC1:C:C:C(C(=O)NC2:C:C:C(CN3CCN(C)CC3):C(C(F)(F)F):C:2):C:C:1C#CC1:C:N:C2:C:C:C:N:N:1:2,0,1
931,CC1:C:N(C2:C:C(NC(=O)C3:C:C:C(C):C(NC4:N:C:C:C(C5:C:C:C:N:C:5):N:4):C:3):C:C(C(F)(F)F):C:2):C:N:1,0,1
932,CC1:C:C:C(NC(=O)C2:C:C:C(CN3CCN(C)CC3):C:C:2):C:C:1NC1:N:C:C:C(C2:C:C:C:N:C:2):N:1,0,1
933,CC1:C:C:C(NC(=O)C2:C:C:C(CN3CCN(C)CC3):C:C:2):C:C:1NC1:N:C:C:C(C2:C:C:C:N:C:2):N:1.CS(=O)(=O)O,0,1
934,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1CC2:C:C3:C:C(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4):C(C):C(O):C:3:C([O-]):C:2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,1,0
935,CC1:C:C(C2:C:C:C(N/N=C3/C(=O)C4:C(N):C:C(S(=O)(=O)[O-]):C:C:4C=C3S(=O)(=O)[O-]):C(C):C:2):C:C:C:1N/N=C1/C(=O)C2:C(N):C:C(S(=O)(=O)[O-]):C:C:2C=C1S(=O)(=O)[O-],1,0
936,COC1:C:C(NCC2:C:C:C3:N:C(N):N:C(N):C:3:C:2C):C:C(OC):C:1OC,1,0
937,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2:C:C:C3:C([O-]):C(NC(=O)C4:C:C:C(O):C(CC=C(C)C):C:4):C(=O):O:C:3:C:2C)OC1(C)C,1,0
938,CC1:C(O):C:C:C:C:1C(=O)N[C@@H](CSC1:C:C:C:C:C:1)[C@H](O)C[NH+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,1,0
939,CC1:C(OCC(F)(F)F):C:C:N:C:1C[S@@](=O)C1:N:C2:C:C:C:C:C:2:[NH]:1,1,0
940,CC1:C(OCC(F)(F)F):C:C:N:C:1CS(=O)C1:N:C2:C:C:C:C:C:2:[NH]:1,1,0
941,COCCCOC1:C:C:N:C(CS(=O)C2:N:C3:C:C:C:C:C:3:[NH]:2):C:1C,1,0
942,CC1:O:N:C:C:1C(=O)NC1:C:C:C(C(F)(F)F):C:C:1,1,0
943,CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H]([NH3+])C3=CCC=CC3)[C@H]2SC1,1,0
944,CC1:C(N):N:C([C@H](CC(N)=O)[NH2+]C[C@H](N)C(N)=O):N:C:1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCC1:N:C(C2:N:C(C(=O)NCCC[S+](C)C):C:S:2):C:S:1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)C1:C:[NH]:C:N:1,1,0
945,CC1:[NH]:C:N:C:1CN1CCC2:C(:C3:C:C:C:C:C:3:N:2C)C1=O,1,0
946,CN/C(=N\C#N)NCCSCC1:N:C:[NH]:C:1C,1,0
947,CC1:N:O:C([N-]S(=O)(=O)C2:C:C:C(N):C:C:2):C:1C,1,0
948,CC(=O)N(C1:O:N:C(C):C:1C)S(=O)(=O)C1:C:C:C(N):C:C:1,1,0
949,CC1:C(C2:C:C:C:C:C:2):O:C2:C(C(=O)OCC[NH+]3CCCCC3):C:C:C:C:2:C:1=O,1,0
950,CC1[NH2+]CCOC1C1:C:C:C:C:C:1,1,0
951,CC1:N:C(C2:C:C:C(OCC(C)C):C(C#N):C:2):S:C:1C(=O)[O-],1,0
952,CC1:N:C:C(C[N+]2:C:S:C(CCO):C:2C):C(N):N:1,1,0
953,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)C2:C:C:C:C:C:2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C3:C:C:C:C:C:3)C3:C:C:C:C:C:3)C(C)=C1C2(C)C,1,1
954,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4:C:C:C:C:C:4)C[C@@](O)([C@@H](OC(=O)C4:C:C:C:C:C:4)[C@@H]12)C3(C)C,1,1
955,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)C3:C:C:C:C:C:3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4:C:C:C:C:C:4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,1,0
956,COC1:C(C):C2:C(:C([O-]):C:1C/C=C(\C)CCC(=O)[O-])C(=O)OC2,1,0
957,COC1:C(C):C2:C(:C([O-]):C:1C/C=C(\C)CCC(=O)OCC[NH+]1CCOCC1)C(=O)OC2,1,0
958,CC1:C(F):C(N2CC[NH2+]C(C)C2):C:C2:C:1:C(=O):C(C(=O)[O-]):C:N:2C1CC1,1,0
959,CC1:C(CCC(=O)[O-]):C2:C:C3:N:C(:C:C4:[NH]:C(:C:C5:[NH]:C(:C:C:1:N:2):C(C):C:5C(C)O):C(C):C:4C(C)OC(C)C1:C(C):C2:C:C4:N:C(:C:C5:N:C(:C:C6:[NH]:C(:C:C:1:[NH]:2):C(C):C:6C(C)O):C(C):C:5CCC(=O)[O-]):C(CCC(=O)[O-]):C:4C):C(C):C:3CCC(=O)[O-],1,0
960,C=CC1:C(C):C2:C:C3:[NH]:C(:C:C4:N:C(:C:C5:[NH]:C(:C:C:1:N:2):C(C):C:5CCC(=O)[O-]):C(CCC(=O)OC):C:4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC,1,0
961,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,0
962,CC1:C:N:[NH]:C:1,1,0
963,CC1:C:C(C):C(/C=C2\C(=O)NC3:C:C:C:C:C:32):[NH]:1,1,0
964,COC1:C:C(C):C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-]):C(C):C:1C,1,0
965,CC1:C:C(C(C)(C)C):C(O):C(C):C:1CC1=[NH+]CCN1,1,0
966,CC1:C:C(C):C(NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-]):C(C):C:1Br,1,0
967,CC(=O)OC1:C(C):C:C(OCC(O)C[NH2+]C(C)C):C(C):C:1C,1,0
968,CC1:C:C(O):C(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSC4:N:N:N:N:4C)CS[C@H]23)C2:C:C:C(O):C:C:2):C:N:1,1,0
969,CC1:C:C(/C=C/C2:C:C:C3:C:C(N(C)C):C:C:C:3:[N+]:2C):C(C):N:1C1:C:C:C:C:C:1,1,0
970,CC1:C:C(OP(=O)([O-])[O-]):C2:C:C:C:C:C:2:C:1OP(=O)([O-])[O-],1,0
971,CC1:C:C(C):C:C(OCC2CNC(=O)O2):C:1,1,0
972,CC1:C:C(/C=C/C#N):C:C(C):C:1NC1:C:C:N:C(NC2:C:C:C(C#N):C:C:2):N:1,1,0
973,CC1:C:C(C#N):C:C(C):C:1OC1:N:C(NC2:C:C:C(C#N):C:C:2):N:C(N):C:1Br,1,0
974,CC1:C:C(C2CCCCC2):N([O-]):C(=O):C:1,1,0
975,COC(C1:C:C:C:C:C:1)(C1:C:C:C:C:C:1)[C@H](OC1:N:C(C):C:C(C):N:1)C(=O)[O-],1,0
976,CC1:C:C(C(=O)NNCC2:C:C:C:C:C:2):N:O:1,1,0
977,CC1=CC(=O)C2:C:C:C:C:C:2C1=O,1,0
978,CC1:C:C2:C:C3:C(C):C:C(=O):O:C:3:C(C):C:2:O:1,1,0
979,C=C(C1:C:C:C(C(=O)[O-]):C:C:1)C1:C:C2:C(:C:C:1C)C(C)(C)CCC2(C)C,1,0
980,CC1:C:C2:N:C3:C(=O):[NH]:C(=O):N:C3:N(C[C@H](O)[C@H](O)[C@H](O)CO):C:2:C:C:1C,1,0
981,CC1:C:C2:N:C3:C(=O):[NH]:C(=O):N:C3:N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]):C:2:C:C:1C,1,0
982,C/C1=C2/N=C(/C=C3\N/C(=C(/C)C4=N[C@@](C)(C5N=C1[C@](C)(CCC(=O)NC[C@H](C)OP(=O)([O-])O[C@@H]1[C@@H](CO)O[C@H](N6:C:N:C7:C:C(C):C(C):C:C:7:6)[C@@H]1O)[C@H]5CC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O,1,0
983,,1,0
984,,1,0
985,CC1:C:C2:C(:S:1)=NC1:C:C:C:C:C:1NC=2N1CC[NH+](C)CC1,1,0
986,CC1:C:C2:C(:S:1)NC1:C:C:C:C:C:1[NH+]=C2N1CC[NH+](C)CC1,1,0
987,CC1CC2:C:C:C:C:C:2N1NC(=O)C1:C:C:C(Cl):C(S(N)(=O)=O):C:1,1,0
988,C=C1CC[C@@]2(O)[C@H]3CC4:C:C:C(O):C5:C:4[C@@]2(CC[NH+]3CC2CC2)[C@H]1O5,1,0
989,CC1:C:C:C(O):C([C@H](CC[NH+](C(C)C)C(C)C)C2:C:C:C:C:C:2):C:1,1,0
990,CC1:C:C:C(C):C(OCCCC(C)(C)C(=O)[O-]):C:1,1,0
991,CC1:C:C:C(Cl):C(NC2:C:C:C:C:C:2C(=O)[O-]):C:1Cl,1,0
992,CC1:C2:O:C3:C(C):C:C:C(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C):C:3:N:C2:C(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C):C(N):C:1=O,1,0
993,CC1:C:C:C(/C(=C\C[NH+]2CCCC2)C2:C:C:C:C(/C=C/C(=O)[O-]):N:2):C:C:1,1,0
994,CC1:C:C:C(/C(=C\C[NH+]2CCCC2)C2:C:C:C:C:N:2):C:C:1,1,0
995,CC1:C:C:C(C(=O)C2:C:C(O):C([O-]):C([N+](=O)[O-]):C:2):C:C:1,1,0
996,CC1:C:C:C(C(=O)C2:C:C:C(CC(=O)[O-]):N:2C):C:C:1,1,0
997,CC1:C:C:C(C2:N:C3:C:C:C(C):C:N:3:C:2CC(=O)N(C)C):C:C:1,1,0
998,CC1:C:C:C(C2:C:C(C(F)(F)F):N:N:2C2:C:C:C(S(N)(=O)=O):C:C:2):C:C:1,1,1
999,CC1:C:C:C(N(CC2=[NH+]CCN2)C2:C:C:C:C(O):C:2):C:C:1,1,0
1000,CC1:C:C:C(S(=O)(=O)[N-]C(=O)N[NH+]2CCCCCC2):C:C:1,1,0
1001,CC1:C:C:C(S(=O)(=O)O):C:C:1.CNC(=O)C1:C:C(OC2:C:C:C(NC(=O)NC3:C:C:C(Cl):C(C(F)(F)F):C:3):C:C:2):C:C:N:1,0,1
1002,CC1:C:C:C(N2:[NH]:C(C):C(N/N=C3\C=CC=C(C4:C:C:C:C(C(=O)[O-]):C:4)C3=O):C:2=O):C:C:1C,1,0
