,CMPD_CHEMBLID,exp,smiles
186,CHEMBL1471868,3.19,O=C(NC1:C:C:C(F):C:C:1)C1:C:C:C:N:C:1OC1:C:C:C:C:C:1
187,CHEMBL1076211,1.65,CC1:C:C:C(C(=O)C(C)CN2CCCCC2):C:C:1
188,CHEMBL1951022,2.8,CC1:N:C(S(C)(=O)=O):C:C:C:1NC1:N:C:N:C(OC2CCN(C(=O)OC(C)C)CC2):C:1C
189,CHEMBL1987793,3.89,CC1:C:C:C:C:C:1C1:C(C(=O)O):N(CCCOC2:C:C:C:C3:C:C:C:C:C:2:3):C2:C:C:C:C:C:1:2
190,CHEMBL1947155,2.28,C[C@@H](NCC1:C:C:C:C:C:1C1:C:C:C(CCNC[C@H](O)C2:C:C:C(O):C3:[NH]:C(=O):S:C:2:3):C:C:1)C1:C:C:C:C:C:1
191,CHEMBL1939418,2.75,NC1:N:C(NC2:C:C:C(F):C(Cl):C:2):C2:N:C:[NH]:C:2:N:1
192,CHEMBL398295,3.97,CCCSC1:N:C(N[C@@H]2C[C@H]2C2:C:C:C:C:C:2):C2:N:N:N([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O):C:2:N:1
193,CHEMBL174107,-0.84,CSC1:C:C:C(N2C(N)=NC(N)=NC2(C)C):C:C:1
194,CHEMBL2089280,1.6,CC1:C:C:C(C2:C:C:C:C([S@]3(=O)=NC(=O)[C@H](C)N3):C:2):C:C:1
195,CHEMBL139347,2.4,NC1:N:C(N):N:C(C2:C:C:C:C(C(F)(F)F):C:2):N:1
196,CHEMBL1623,3.39,CC1:C:C:C:C(CN2CCN(C(C3:C:C:C:C:C:3)C3:C:C:C(Cl):C:C:3)CC2):C:1
197,CHEMBL2171034,1.79,O=C(NS(=O)(=O)C1:C:C:C(F):C:C:1)N1CCC(N2CCC(OC3:C:C:C(Cl):C(Cl):C:3)CC2)CC1
198,CHEMBL1689115,1.01,O=C(O)COC1:C:C:C(Cl):C:C:1CN1CCCN(S(=O)(=O)CC2:C:C:C:C:C:2)CC1
199,CHEMBL1628691,3.62,ClC1:C:C:C:C(N2:N:N:N:C:2NCC2:C:C:C:C:C:2OC2:C:C:C:C:N:2):C:1Cl
200,CHEMBL1515447,2.36,CN1CCCN(C(C2:C:C:C:C:C:2)C2:C:C:C(Cl):C:C:2)CC1
201,CHEMBL559968,1.29,O=C(NCCC1:C:C:C:C:C:1Cl)C1:C:C(N2:N:C:C(=O):[NH]:C:2=O):C:C:C:1Cl
202,CHEMBL1180299,1.1,O=C1:[NH]:N(CC2:C:C:C:C:N:2):C(=O):C2:C(=O):C3:C:C:C(Cl):C:C:3:[NH]:C:1:2
203,CHEMBL2335897,2.15,C[C@@H](NC(=O)[C@H]1CCCCN1)C1:C:C:C(NC2:N:C:C3:C:C(C4:C:C:N:C:C:4):C:C:C:3:N:2):C:C:1
204,CHEMBL204476,1.98,CC(C)CN1:C(=O):N(C):C(=O):C2:C(C(=O)N3CC[C@@H](O)C3):C(CC3:C:C:C:C4:N:C:C:C:C:3:4):S:C:2:1
205,CHEMBL2164680,3.5,C[C@@H](C#N)NC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCC2:[NH]:C3:C:C:C(F):C:C:3:C:2C1
206,CHEMBL109396,1.17,CC(C)C(NC(=O)CN1:C(C2:C:C:C:C:C:2):C:C:C(NS(N)(=O)=O):C:1=O)C(=O)C(F)(F)F
207,CHEMBL551765,2.53,O=C(NCC1CCCCCC1)C1:C:C(C2:C:C:C:N:C:2N2CCC(C(=O)O)CC2):C:C:C:1Cl
208,CHEMBL14690,1.13,N=C(NCC1:C:C:C(Cl):C:C:1)SCCCC1:C:[NH]:C:N:1
209,CHEMBL2089276,1.3,CC1:C:C:C(C2:C:C:C:C(C3:N:N:[NH]:N:3):C:2):C:C:1
210,CHEMBL1917461,0.35,CC1:C:C:C2:C(:N:1):C(SC1:C:C:C(Cl):C:C:1):C(C):N:2CC(=O)O
211,CHEMBL366080,1.8,CC1:C:C:C(NC(=O)C2:C:C:N:C(N3CCOCC3):C:2):C:C:1NC1:C:C:N:C(N(C)C2CCN(C)CC2):N:1
212,CHEMBL306262,3.2,CCCCCC[C@H]1OC(=O)CNC(=O)[C@@H]([C@H](C)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@H](C)CC)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]1C
213,CHEMBL1950724,0.82,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(C(=O)C2:C:C:C:C:C:2)C1)C1CCCCC1
214,CHEMBL2059864,3.19,CC1:C:N:C(C2:C:C:C(C):C(NC(=O)C3:C:C:C(OCC4:C:C:C:C:N:4):C:C:3):C:2):[NH]:1
215,CHEMBL1165028,3.3,O=C(NCCSCC1:C:C:C:C:C:1)C1:C:C:C:C:C:1
216,CHEMBL2158836,2.5,O=C(O)[C@@H](CC1:C:C:C:C:C:1)N1CCC(CN2CCC(OC3:C:C:C(Cl):C(Cl):C:3)CC2)CC1
217,CHEMBL205807,2.35,CC(C)CN1:C(=O):N(C):C(=O):C2:C(C(=O)N3CC[C@@H](O)C3):C(CC3:C:[NH]:C4:C:C:C:C:C:3:4):S:C:2:1
218,CHEMBL576068,1.73,CC1:C:C(NC2:N:C(N[C@@H](C)C3:C:C:C(F):C:N:3):C:N:C:2C):N:[NH]:1
219,CHEMBL142715,3.3,C1:C:C:C(C2:C:C:C(COC3:C:C:C4:C(:C:3)CCC(CCN3CCCCC3)C4):C:C:2):C:C:1
220,CHEMBL409493,2.31,NC1:C:C:C:C:C:1NC(=O)C1:C:C:C(C2CCN(CC3:C:C:C(C(=O)NC4CC4):C:C:3)CC2):C:C:1
221,CHEMBL1945297,2.41,CC(CC1:C:C:C:C(CNCCC2:C(Cl):C:C:C:C:2Cl):C:1)NC[C@H](O)C1:C:C:C(O):C2:[NH]:C(=O):S:C:1:2
222,CHEMBL2321991,0.61,OCC[C@]1(C2:C:C:C(Cl):C(Cl):C:2)CCCNC1
223,CHEMBL2164670,3.57,COC1:C:C:C:C:C:1C(C#N)NC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(CC2:C:C:C(F):C:C:2)CC1
224,CHEMBL182150,3.13,CN(C)C1:N:C(N[C@H]2CC[C@@H](NC(=O)C3:C:C:C(F):C(F):C:3)CC2):N:C2:C:C:C:C:C:1:2
225,CHEMBL1788268,1.56,CCCNC[C@@H](O)COC1:C:C:C:C:C:1C(=O)CCC1:C:C:C:C:C:1
226,CHEMBL1180288,0.7,O=C1:[NH]:N(C(C2:C:C:N:C:C:2)C2CC2):C(=O):C2:C(O):C3:C:C:C(Cl):C:C:3:N:C:1:2
227,CHEMBL2158792,2.08,CC1:C:C(OC2CCN(CC3CCN([C@@](C)(CC4:C:C:C(F):C:C:4)C(=O)O)CC3)CC2):C:C:C:1Cl
228,CHEMBL490512,3.77,O=C(CCC1:C:C:C:C:C:1)C1:C:C:C:C:C:1
229,CHEMBL813,-0.9,CCCCC1:N:C:C(/C=C(\CC2:C:C:C:S:2)C(=O)O):N:1CC1:C:C:C(C(=O)O):C:C:1
230,CHEMBL2158835,2.5,O=C(O)[C@H](CC1:C:C:C:C:C:1)N1CCC(CN2CCC(OC3:C:C:C(Cl):C(Cl):C:3)CC2)CC1
231,CHEMBL75880,3.02,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1
232,CHEMBL1762545,3.9,COC1:C:C(NC2:N:C:C:C(N(C)C3:C:C(CO):C:C:C:3C):N:2):C:C(N2CCOCC2):C:1
233,CHEMBL1975242,1.94,O=C(NC1:N:C2:C(=O):[NH]:C:N:C:2:S:1)C1:C:C:C:C:C:1
234,CHEMBL1682948,3.72,CC[C@H](NC(=O)C1:C([S+](C)[O-]):C(C2:C:C:C(F):C:C:2):N:C2:C:C:C:C:C:1:2)C1:C:C:C:C:C:1
235,CHEMBL2331753,2.27,CC1:C:N([C@H]2CCCN(S(=O)(=O)C3:C:C:C(O):C(OC4:C:C:C:C(C(F)(F)F):C:4):C:3)C2):C(=O):[NH]:C:1=O
236,CHEMBL74355,1.7,COC1:C:C:C:C([C@H](O)C2CCN(CCC3:C:C:C(F):C:C:3)CC2):C:1OC
237,CHEMBL250540,2.43,COC1:C:C:C2:N:C(N[C@H]3CCC[C@H](NCC4:C:C:S:C:4)C3):C:C:C:2:C:1
238,CHEMBL1559730,3.2,CC1:C:C(C):C2:C(:N:1):S:C1:C(N3CCN(C)CC3):N:C:N:C:1:2
239,CHEMBL2086650,3.27,CC(C)(C)OC(=O)N1CCN(C2:N:C:C(OCC3:C:C:C(S(C)(=O)=O):C:C:3):C:N:2)CC1
240,CHEMBL237616,0.75,O=C(COC1:C:C:C:C:C:1)N1CCOCC1
241,CHEMBL1607641,0.97,CC1:N:N:S:C:1C(=O)NC1:C:C:C:C:C:1
242,CHEMBL1201373,1.07,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
243,CHEMBL2179669,-0.38,CC1:C:N([C@H]2CCCN(CC3:C:C:C(C(=O)O):C(OC4:C:C:C:C(C(F)(F)F):C:4):C:3)C2):C(=O):[NH]:C:1=O
244,CHEMBL1479463,2.0,COC1:C:C(O):C:C2:O:C:C(C3:C:C:C(O):C:C:3):C(=O):C:1:2
245,CHEMBL976,2.43,O=C(C1CCCCC1)N1CC(=O)N2CCC3:C:C:C:C:C:3C2C1
246,CHEMBL1213085,3.55,CC1:C:C:C:C:C:1N1:C(CN2:N:C(C3:C:C:C(O):C(F):C:3):C3:C(N):N:C:N:C:3:2):N:C2:C:C:C:C(C):C:2:C:1=O
247,CHEMBL2152076,2.5,NC1:N:C(NC2:C:C:C3:N:C(C4:C:C:C(F):C:C:4):C:C(N):C:3:C:2):C:C(C2:C:C:C:C(Cl):C:2):N:1
248,CHEMBL1467,-0.42,O=C1:[NH]:C:N:C2:[NH]:N:C:C:1:2
249,CHEMBL1934423,0.78,CC1:C:C:C(S(=O)(=O)NC2:C(C(=O)N[C@@H](C)C(C)(C)C):C(C):N:N:2C2CCOC2):C:C:1
250,CHEMBL119385,2.74,O=C1:N:C:N2:N:C(SC3:C:C:C(F):C:C:3F):C:C:C:2:C:1C1:C(Cl):C:C:C:C:1Cl
251,CHEMBL1917421,3.56,CC1:C(SC2:C:C:C(Cl):C:C:2):C2:C:C(Cl):C:C:C:2:N:1C(C)C(=O)O
252,CHEMBL207028,2.33,NC(=O)C1:S:C(C2:C:C:C:C:C:2):C:C:1N
253,CHEMBL212777,1.59,CC1:C:C:C2:C(:C:1):C(C1:C:C:N:C3:C:C(Cl):C:C:C:1:3):C(C):N:2CC(=O)O
254,CHEMBL1916532,1.46,COC1:C:C:C2:N:C:C(F):C(CCN3CCC(NCC4:C:C5:C(:C:N:4)OCCO5)CC3):C:2:N:1
255,CHEMBL2041980,2.4,CS(=O)(=O)C1:C:C:C(C2:C:N:C(N):C(C3:C:C:C(C(F)(F)F):N:C:3):C:2):C:C:1
256,CHEMBL1682825,2.5,O=C1CCOC2:N:C(CCC3:C:C:C:C:C:3):C:C:C:21
257,CHEMBL1371,2.16,O=C1:[NH]:C2:C:C(Cl):C:C:C:2:O:1
258,CHEMBL322122,-0.15,CC(C)C(=O)NCCNCC(O)COC1:C:C:C(O):C:C:1
259,CHEMBL2035018,3.3,NC1(C2:C:C:C(C3:N:N4:C:C:C:C:4:C:C:3C3:C:C:C:C:C:3):C:C:2)CCC1
260,CHEMBL1689110,0.4,O=C(O)COC1:C:C:C(C(F)(F)F):C:C:1CN1CCN(S(=O)(=O)C2:C:C:C:C:C:2)CC1
261,CHEMBL1770471,3.69,CSCCC(NC(=O)C1:S:C:C:C:1Cl)C1:N:C2:C:C:C:C:C:2:[NH]:1
262,CHEMBL1738840,1.69,COC1:C:C:N:C(CCC2:N:C3:C:C:C:N:C:3:[NH]:2):C:1
263,CHEMBL379787,3.3,O=C(NC1:N:C2:C:C:C:C:C:2:N:1CCN1CCOCC1)C1:C:C:C:C([N+](=O)[O-]):C:1
264,CHEMBL447426,2.3,CC(C)[C@@H](CO)NS(=O)(=O)C1:C:C:C(Cl):S:1
265,CHEMBL418822,3.05,CC(C)C(NC(=O)CN1:C(C2:C:C:C:N:C:2):C:C:C(NC(=O)OCC2:C:C:C:C:C:2):C:1=O)C(=O)C(F)(F)F
266,CHEMBL97,2.16,C=CC1CN2CCC1CC2[C@@H](O)C1:C:C:N:C2:C:C:C(OC):C:C:1:2
267,CHEMBL1789941,2.55,N#CC[C@H](C1CCCC1)N1:C:C(C2:N:C:N:C3:[NH]:C:C:C:2:3):C:N:1
268,CHEMBL294209,1.14,O=S(=O)(NC1:N:C:C:S:1)C1:C:C(Cl):C:C:C:1Cl
269,CHEMBL2147033,3.32,O=C1COC2(CCN(S(=O)(=O)C3:C:C:C(C4:C:C:C5:C:N:C:C:C:5:C:4):C:C:3)CC2)CN1C1CC1
270,CHEMBL2062561,2.97,COC1:C:C:C(C2:C:C(NC3:C:C:N(C):N:3):N3:N:C:C(C#N):C:3:N:2):C:C:1
271,CHEMBL1359777,3.46,CC1:C:C(C(=O)CN2:C:C(C(F)(F)F):C:C:C:2=O):C(C):N:1CC1:C:C:C:C:C:1
272,CHEMBL47361,3.99,OC1:C:C:C2:N:C(C3:C:C:C:C:C:3):S:C:2:C:1
273,CHEMBL168552,1.35,NS(=O)(=O)C1:N:C2:C:C:C:C:C:2:S:1
274,CHEMBL1778642,-0.75,CS(=O)(=O)C1:C:C:C(C2:C:C(Cl):C:C:C:2OCC(=O)O):C(Cl):C:1
275,CHEMBL249789,3.99,OC[C@H]1C[C@@H](N2:N:N:C3:C(N[C@@H]4C[C@H]4C4:C:C:C(F):C(F):C:4):N:C(SCCC(F)(F)F):N:C:3:2)[C@H](O)[C@@H]1O
276,CHEMBL59956,2.5,NC(=O)C1:C:C:C:C:C:1OCC1:C:C:C:C:C:1
277,CHEMBL2142704,0.56,CC1CC(=O)NC2:C:C:C:C:C:2N1
278,CHEMBL1068,1.28,NC(=O)N1C2:C:C:C:C:C:2CC(=O)C2:C:C:C:C:C:21
279,CHEMBL250961,4.0,CC1:C:C:C(F):C:C:1S(=O)(=O)N[C@@H]1CCN(CC2:C:C:C(C3:C:C:C:C:C:3):C:C:2)C1
280,CHEMBL1300982,2.8,COC1:C:C:C(C2:C:O:C3:C:C(O):C:C(O):C:3:C:2=O):C:C:1OC
281,CHEMBL1917436,0.2,CC(=O)NC1:C:C:C2:C(:C:1):C(SC1:C:C:C(Cl):C:C:1):C(C):N:2CC(=O)O
282,CHEMBL1682822,3.0,O=C1CCOC2:N:C(C#CC3CCCC3):C:C:C:21
283,CHEMBL654,2.82,CN1CCN2C3:N:C:C:C:C:3CC3:C:C:C:C:C:3C2C1
284,CHEMBL499028,0.91,COC1:C:C:C:C:C:1C1:N:N:C(N):[NH]:1
285,CHEMBL2171993,1.4,COC1:C:C:C(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2):C:C:1OC
286,CHEMBL198114,1.84,CCN(C(=O)CC1:C:C:C(S(C)(=O)=O):C:C:1)C1CCN(CCC(C2:C:C:C:C:C:2)C2:C:C:C(NS(C)(=O)=O):C:C:2)CC1
287,CHEMBL1807823,0.12,O=C1:[NH]:C2:C(O):C:C:C([C@@H](O)CNCCSCCCNCCC3:C:C:C:C:C:3):C:2:S:1
288,CHEMBL2057372,0.96,CC(C)(C)NS(=O)(=O)C1:C:N:C:C(C2:C:C:C3:N:C(NC(=O)NCC(=O)N4CCOCC4):N:N:3:C:2):C:1
289,CHEMBL1682957,3.81,CC[C@H](NC(=O)C1:C([S+]([O-])C(C)C):C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2)C1:C:C:C:C:C:1
290,CHEMBL1951076,2.07,COC1:C:C(OC):C(S(=O)(=O)N2C3:C:C:C:C:C:3CCC2C):C:C:1NC(=O)COC(C)=O
291,CHEMBL575448,3.16,C[C@@]1(C(=O)NC2:C:C:C(F):N:C:2)CCCN1C1:N:C(NC2:C:C(C3CC3):[NH]:N:2):C2:C:C:C:N:2:N:1
292,CHEMBL1886726,1.73,CC1CN(C(=O)C2:C:C:C:C:C:2)C2:C:C:C:C:C:2NC1=O
293,CHEMBL474432,0.84,COC1:C:C2:N:C:N(C3:C:C(OCC4:C:C:C:C:C:4C(F)(F)F):C(C(=O)O):S:3):C:2:C:C:1OC
294,CHEMBL1807871,1.74,O=C1:[NH]:C2:C(O):C:C:C([C@@H](O)CNCCCSCCNCCC3:C:C:C:C(Cl):C:3Cl):C:2:S:1
295,CHEMBL2078873,1.32,NC(=O)NC1:C:C(C2:C:C:C:C(F):C:2F):S:C:1C(=O)N[C@H]1CCCNC1
296,CHEMBL335744,2.7,CC(C)C(=O)NC1:N:C(C2:C:C:C:C:N:2):C:C2:C:C:C:C:C:1:2
297,CHEMBL585,1.16,NC1:N:C(N):C2:N:C(C3:C:C:C:C:C:3):C(N):N:C:2:N:1
298,CHEMBL74582,3.07,C=CCNS(=O)(=O)C1:C:C:C(NC(=O)[C@@](C)(O)C(F)(F)F):C(Cl):C:1
299,CHEMBL1783119,3.5,COC1:C:C:C(C(=O)NCC2:C:N(C3:C:C(C):N:C4:C:C:C(OC):C:C:3:4):N:N:2):C:C:1
300,CHEMBL322271,1.92,O=S(=O)(CCCNCCC1:C:C:C(O):C2:N:C(O):S:C:1:2)NCCOCCC1:C:C:C:C(Cl):C:1
301,CHEMBL660,-0.98,NC12CC3CC(CC(C3)C1)C2
302,CHEMBL2325726,1.7,CNC(=O)C1:C:C(C2:N:C(N3CCOCC3):C:C(C3(S(C)(=O)=O)CC3):N:2):C2:C:C:[NH]:C:2:C:1
303,CHEMBL358816,1.02,O=C1:C:C:C(=O):C2:C:C:C:C:C:2:[NH]:1
304,CHEMBL216981,2.32,CC[C@@H](NC1:C(NC2:C:C:C:C(C(=O)N(C)C):C:2O):C(=O):C:1=O)C1:C:C:C(C):O:1
305,CHEMBL2346972,2.8,FC1:C:C:C(CN2CCN(C3=NN4:C(:N:N:C:4C(F)(F)F)CC3)CC2):C:C:1
306,CHEMBL2036739,3.72,O=C(NC1:C:C:C(N2CCOCC2):C:C:1)C1:N:N:C(NC(=O)C2(C3:C:C:C(Cl):C:C:3)CCCC2):O:1
307,CHEMBL44722,4.18,CC[C@H](NC(=O)C1:C(CN(C)C):C(C2:C:C:C:C:C:2):N:C2:C:C:C:C:C:1:2)C1:C:C:C:C:C:1
308,CHEMBL1939749,2.32,CCOC(=O)NC1:C:C:C:C([C@@H](C2:C:C:C(C(=O)N(C)CC):C:C:2)N2CCN(CC3:N:C:[NH]:C:3C)CC2):C:1
309,CHEMBL175296,2.43,NC1:N:C(C2:C:C:C:C:C:2):C:S:1
310,CHEMBL1800526,2.92,COC1:C:C:N:C(CCC2:N:C3:C:C(Br):C:N:C:3:[NH]:2):C:1
311,CHEMBL741,1.38,NC1:N:N:C(C2:C:C:C:C(Cl):C:2Cl):C(N):N:1
312,CHEMBL1770477,4.23,CCOC1:C:C:C2:O:C(C(=O)NC(CCSC)C3:N:C4:N:C:C:C:C:4:[NH]:3):C(C):C:2:C:1
313,CHEMBL1604571,-0.2,CCOC(=O)C(CCC1:C:C:C:C:C:1)NC1CCC2:C:C:C:C:C:2N(CC(=O)O)C1=O
314,CHEMBL426161,2.0,COC1:C:C:C(Cl):C(NC2:N:C:N:C3:C:C(OCC4CCN(C)CC4):C(OC):C:C:2:3):C:1
315,CHEMBL2325714,1.35,CS(=O)(=O)C1(C2:C:C(N3CCOCC3):N:C(C3:C:C:C:C(N):C:3):N:2)CC1
316,CHEMBL2177165,2.83,NC1:N:C:C(C2:C:C:C(S(=O)(=O)N3CCOCC3):C:C:2):N:C:1C(=O)NC1:C:C:C:N:C:1
317,CHEMBL2325735,2.1,CS(=O)(=O)NCC(NC(=O)C1(N)CCN(C2:N:C:N:C3:[NH]:C:C:C:2:3)CC1)C1:C:C:C(Cl):C:C:1
318,CHEMBL2036576,2.36,CN1CCN(C2:C:C:C(NC(=O)C3:N:N:C(NC4:C:C:C:C:C:4F):O:3):C:N:2)CC1
319,CHEMBL1682965,3.18,CC[C@H](NC(=O)C1:C([S+](C)[O-]):C(C2:C:C:C:C:C:2):N:C2:C:C(Br):C:C:C:1:2)C1:C:C:C:C:C:1
320,CHEMBL1809229,3.2,COC1:C:C(N2CCN(C(C)=O)CC2):C:C:C:1NC1:N:C:C(Cl):C(C2:C:N:C3:C(F):C:C(F):C:N:2:3):N:1
321,CHEMBL387125,2.23,CON(C)C(=O)C1:C(CN2:C(C):N:C(Cl):C:2Cl):S:C2:C:1:C(=O):N(C):C(=O):N:2CC(C)C
322,CHEMBL2325983,3.4,NC1(C(=O)NC(C2:C:C:C(Cl):C:C:2)C2CC2)CCN(C2:N:C:N:C3:[NH]:C:C:C:2:3)CC1
323,CHEMBL2208429,2.95,O=C(NC[C@@H](O)CN1CCC(OC2:C:C:C(Cl):C(Cl):C:2)CC1)C1:N:[NH]:C2:C:C:C:C:C:1:2
324,CHEMBL387545,3.3,COC1:C:C(N2CCN(C)CC2):C2:N:C(C(=O)NC3:C:C:C(N4CCOCC4):C:C:3):C:C(N(C)C):C:2:C:1
325,CHEMBL2023350,3.4,CC1:N:N(C2CCN(C)CC2):C:C:1C1:C:N:C(N):C(C2:N:C3:C:C:C:C:C:3:O:2):C:1
326,CHEMBL1889452,2.11,CC1C(=O)NC2:C:C:C:C:C:2N1C(=O)C1:C:C:C:C:C:1
327,CHEMBL2216859,3.49,CC(C)N1CCN(CC2:C:N:C(C3:C:C(C4:C:C:C:C5:[NH]:C:C:C:4:5):C:C4:[NH]:N:C:C:3:4):O:2)CC1
328,CHEMBL273449,2.37,CC(C)C(NC(=O)CN1:C(C2:C:C:C:C:C:2):N:C:C(NC(=O)OCC(F)(F)F):C:1=O)C(=O)C(F)(F)F
329,CHEMBL509,2.33,CC1:C:C:C(Cl):C(NC2:C:C:C:C:C:2C(=O)O):C:1Cl
330,CHEMBL2164745,0.78,COC1:C:C:C2:N:C:C(=O):N(CCN3CC[C@@H](NCC4:C:C5:C(:C:N:4)OCCO5)[C@@H](O)C3):C:2:C:1
331,CHEMBL2023802,3.29,CCOC1:C:C2:N:C:C:C(OC3:C:N:C(CC(=O)NC4:N:[NH]:C(CC):C:4C):C(OC):C:3):C:2:C:C:1OC
332,CHEMBL567161,3.11,CCNC1:N:C(C#N):N:C(NC2:C:C:C:C:C:2):N:1
333,CHEMBL1682824,3.2,O=C1CCOC2:N:C(/C=C/C3:C:C:C:C:C:3):C:C:C:21
334,CHEMBL184659,2.7,COC1:C:C2:N:C:N:C(NC3:C:C(NC(=O)C4:C:C:N:C(N5CCOCC5):C:4):C:C:C:3C):C:2:C:C:1OCCN1CCCC1
335,CHEMBL1684,1.78,NS(=O)(=O)C1:C:C2:C(:C:C:1C(F)(F)F)NC(CC1:C:C:C:C:C:1)NS2(=O)=O
336,CHEMBL193646,0.73,C1:C:C:C(CNCCNCC2:C:C:C:C:C:2):C:C:1
337,CHEMBL153036,1.96,CNCC[C@@H](OC1:C:C:C(C(F)(F)F):C:C:1)C1:C:C:C:C:C:1
338,CHEMBL390674,3.47,CC1:C:C(OC2:C:C:C3:C(:C:2)OCO3):N:C(OC2:C:C:C(N3:C:C:N:C:3):C:C:2):N:1
339,CHEMBL2029359,1.92,CS(=O)(=O)CC1:C:C(N2CCOCC2):N:C(C2:C:N:C3:[NH]:C:C:C:3:C:2):N:1
340,CHEMBL50161,2.96,COC(=O)CCCC(=O)NC1:C:C:C2:C(:C:1)C1:C:C:C:C:C:1C(=O)C2=O
341,CHEMBL2086691,3.1,C[C@@H]1CN(C2:N:O:C(C3CC3):N:2)CCN1C1:N:C:C(OCC2:C:C:N:C:C:2C#N):C:N:1
342,CHEMBL1703518,3.9,CCN(CC)S(=O)(=O)C1:C:C:C(C2:N:N:C(SCC(=O)N3CCC4:C:C:C:C:C:43):O:2):C:C:1
343,CHEMBL1084762,2.53,O=C(O)C[C@@H]1C2:C:C:C:C:C:2C[C@H]1NC(=O)C1:C:C2:S:C(Cl):C(Cl):C:2:[NH]:1
344,CHEMBL1290746,2.6,CC1:C:C:C(C(=O)NC2:C:C:O:N:2):C:C:1NC(=O)C1:C:N:N(C2:C:C:C:C:C:2F):C:1N
345,CHEMBL225363,2.7,CN1CCN(C2:C:C(F):C:C3:C(=O):C:C(C(=O)NC4:C:C:C(N5CCOCC5):C:C:4):[NH]:C:2:3)CC1
346,CHEMBL193757,0.81,CC(C)OC1:C:C(OCCC2:C:C:C:N:C:2):C:C(C(=O)NC2:C:C:C(C(=O)O):C:N:2):C:1
347,CHEMBL1382733,1.2,CN1:C(C2:C:C:C(O):N:C:2):N:C2:C:C:C:C:C:2:1
348,CHEMBL1190521,1.89,CCOC(=O)C1(C2:C:C:C:C(O):C:2)CCCN(CC2CC2)C1
349,CHEMBL210887,3.0,O=C(NC1:N:C2:C:C:C:C:C:2:N:1CCCO)C1:C:C:C:C([N+](=O)[O-]):C:1
350,CHEMBL1916264,0.65,CCC(CC)NC(=O)C1:C:N:N(C2:C:C:C:C:C:2Cl):C:1NS(=O)(=O)C1:C:C:C(C):C:C:1
351,CHEMBL226856,1.11,O=C1:[NH]:N(CC2:C:C:S:C:2):C(=O):C2:C(=O):C3:C:C:C(Cl):C:C:3:[NH]:C:1:2
352,CHEMBL2361579,2.8,CC1:C:C2:C:C(C):C3:N:N:C(SCC(=O)N4CCN(C(=O)C5:C:C:C:O:5)CC4):N:3:C:2:C:C:1C
353,CHEMBL1308863,2.96,CC1:C:C(NC(=O)NC2:C:C:C(Cl):C:C:2):N(C):N:1
354,CHEMBL1762157,3.73,CC1(C)C(=O)N(C2:C:C:C(SC(F)(F)F):C:C:2)C(=O)N1CC1:C:C:N:C(N2CCOCC2):C:1
355,CHEMBL100675,2.16,CC1:C:C:C(Cl):C(NC2:C:C(NC3:C:C:C(OCC(O)CN(C)C):C:C:3):N:C:N:2):C:1
356,CHEMBL2207286,3.13,CN(C)S(=O)(=O)C1:C:C:C2:C(C(=O)NC[C@@H](O)CN3CCC(OC4:C:C:C(Cl):C(Cl):C:4)CC3):C:[NH]:C(=O):C:2:C:1
357,CHEMBL428777,3.67,C[C@@H](OC1:C:C:C:C2:N:C:N:C(NC3:C:C:C(OCC4:C:C:C:C:N:4):C(Cl):C:3):C:1:2)C(=O)N(C)C
358,CHEMBL644,2.95,CC(CN(C)C)CN1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21
359,CHEMBL1608462,3.8,CC1:C:C(C):C(CNC(=O)C2:C:C(C3CC3):N:C3:C:2:C:N:N:3C(C)C):C(O):N:1
360,CHEMBL2207659,3.02,CC1:C:C(Cl):C:C:C:1OC1CCN(C[C@H](O)CNC(=O)C2:C:[NH]:N:C:2C(F)(F)F)CC1
361,CHEMBL2107729,3.02,O=C(NC1:C:C:C(S(=O)(=O)N2CCOCC2):C:C:1)C1:C:C(Cl):C:C:C:1NS(=O)(=O)C1:C:C:C(Cl):S:1
362,CHEMBL101119,2.1,CN(C)CC(O)COC1:C:C:C(NC2:C:C(N(CC#N)C3:C:C(Cl):C:C:C:3Cl):N:C:N:2):C:C:1
363,CHEMBL22242,0.05,CCN1CCC[C@H]1CNC(=O)C1:C(OC):C:C:C(Br):C:1OC
364,CHEMBL1094250,3.48,CC1:C:C2:C(C(=O)NC[C@H](C)C3:C:C:C:C:C:3):C(O):C(O):C:C:2:C(O):C:1C1:C(C):C:C2:C(C(=O)NC[C@H](C)C3:C:C:C:C:C:3):C(O):C(O):C:C:2:C:1O
